,player_1,player_2,ace_pct,df_pct,first_serve_pct,broken_pct,breaking_pct,break_conversion_pct,surface_win_pct,player_hand_win_pct,parameters_value,player_2_prob,player_1_prob,Prediction,Actual
69,Ryan Harrison,John Isner,-0.158214317,0.009315324,-0.071405953,0.111671088,0.081628676,0.085524757,-0.104761905,-0.095238095,0.05,0.563809314,0.436190686,0,0
70,Ryan Harrison,Kyle Edmund,0.02043044,0.00325647,0.028481013,-0.03995195,-0.01477556,0.00380812,-0.014652015,0.007440476,0.02,0.487006129,0.512993871,1,1
76,Dudi Sela,Jack Sock,-0.052111087,-0.006113609,-0.096440991,0.149324898,0.042354647,0.061040085,-0.416666667,-0.270434783,0.083333333,0.720337093,0.279662907,0,0
81,Gilles Muller,Quentin Halys,0.087049441,-0.016169225,0.088192168,-0.095459327,-0.042035595,-0.052123142,0.230769231,0.58,0,0.291454066,0.708545934,1,1
82,Donald Young,Lukas Lacko,-0.017828857,0.011623833,0.004529417,-0.005140029,0.029481817,-0.165837964,0.173076923,-0.015151515,0.05,0.391127539,0.608872461,1,0
87,John Millman,Francis Tiafoe,-0.014055129,-0.00970162,-0.020391291,-0.006261881,0.061803333,0.076957295,0.302083333,0.233333333,0,0.323228545,0.676771455,1,1
91,Reilly Opelka,Malek Jaziri,0.112119015,0.00842388,0.061254274,-0.149641841,-0.107117778,-0.101803313,0.180555556,-0.133333333,0,0.415998478,0.584001522,1,0
102,Joao Sousa,Henri Laaksonen,-0.012518024,-0.031747302,0.012247706,-0.037915036,0.022527473,-0.047394958,0.19047619,0.050980392,0,0.377245923,0.622754077,1,1
104,Dustin Brown,Denis Istomin,0.002210392,0.022988971,0.027775361,-0.054216867,0.050737195,0.065609376,0.3,0.204444444,0,0.321519829,0.678480171,1,0
107,Renzo Olivo,Robin Haase,-0.028698726,0.027560103,-0.040375982,0.038284251,-0.001758347,0.002539438,-0.006993007,-0.023333333,0,0.493849917,0.506150083,1,0
109,Joao Sousa,Santiago Giraldo,-0.015297212,0.004602012,-0.00071938,0.011259947,0.022527473,-0.026230937,0.16017316,0.075980392,0.05,0.409695655,0.590304345,1,1
115,Federico Delbonis,Leonardo Mayer,0.000546592,0.000215189,0.007848559,0.000612745,0.042841305,0.060754045,0.251748252,0.023809524,0,0.376526283,0.623473717,1,0
121,Jan Lennard Struff,Leonardo Mayer,0.026814413,0.010327739,0.053446057,0.011914121,0.016148664,-0.010369991,-0.051282051,0.068825911,0.1,0.511491724,0.488508276,0,0
122,Horacio Zeballos,Jiri Vesely,-0.018014569,0.001590989,-0.001606515,0.035549601,-0.078821334,0.022276029,-0.433333333,-0.3,0.1,0.740724614,0.259275386,0,0
125,Benoit Paire,Nicolas Kicker,0.078109674,0.0176676,0.106522548,0.007733008,-0.042450049,-0.08,0.140350877,0.086666667,0,0.410724876,0.589275124,1,0
127,Cedrik Marcel Stebe,Diego Sebastian Schwartzman,-0.013352827,0.018421053,-0.160497766,0.217884131,-0.09280397,-0.216403162,-0.5625,-0.666666667,0,0.795612773,0.204387227,0,0
129,Leonardo Mayer,Albert Ramos,0.015133468,0.011772081,0.027568444,-0.019245789,-0.063613373,-0.054513235,-0.209134615,0.018518519,0.1,0.591747457,0.408252543,0,1
138,Marco Cecchinato,Florian Mayer,-0.031508631,0.005098294,-0.050790417,0.065241478,-0.080474252,-0.10742115,0,-0.288770053,0,0.545136225,0.454863775,0,0
143,Dusan Lajovic,Philipp Kohlschreiber,-0.015647963,-0.005486757,-0.021902127,-0.003381678,-0.077985898,-0.012294915,-0.055555556,-0.162714097,0.055555556,0.564482635,0.435517365,0,0
152,Rogerio Dutra Silva,Horacio Zeballos,-0.036890687,0.011560375,-0.043701019,0.106632582,0.038590839,-0.011428571,0.033333333,-0.4,0,0.538458529,0.461541471,0,0
155,Robin Haase,Santiago Giraldo,0.024968031,0.007659752,0.027032914,-0.023718519,-0.014385151,-0.053425107,0.181818182,0.065,0,0.389263872,0.610736128,1,0
158,Alexandr Dolgopolov,Thomaz Bellucci,0.034846092,-0.010804342,0.04149416,-0.037659729,-0.018536356,-0.021920821,0.166666667,-0.111111111,0.05,0.440968037,0.559031963,1,0
159,Sam Querrey,Thanasi Kokkinakis,0.090215055,-0.066373143,0.185393017,-0.186490455,-0.172619048,-0.631399317,0.533333333,0.545454545,0,0.162201422,0.837798578,1,1
162,Adrian Mannarino,Tomas Berdych,-0.041410696,0.003495848,-0.079287639,0.093845197,0.020924321,0.015685089,-0.229166667,-0.333333333,0.1,0.66016331,0.33983669,0,0
166,Tomas Berdych,Akira Santillan,0.051346604,0.001444184,0.143811226,-0.182186235,0.218707015,0.391625616,0.666666667,0.653846154,0,0.155336584,0.844663416,1,1
168,Albert Ramos,Taylor Harry Fritz,-0.058117471,-0.000464332,-0.050006163,0.01489414,0.064363259,0.060466648,0,0.481481481,0.014285714,0.399496569,0.600503431,1,0
174,Tatsuma Ito,Bjorn Fratangelo,5.96E-05,0.007187249,0.00844316,0.005494505,0.017734855,0.092547093,-0.016666667,0.071428571,0.1,0.513613409,0.486386591,0,0
179,Matthew Ebden,Dennis Novikov,-0.039904421,0.01010101,-0.192303008,0.373339892,-0.009409551,-0.010121457,-0.25,-0.142857143,0,0.663591245,0.336408755,0,1
180,Fernando Verdasco,Ernesto Escobedo,-0.005886492,0.010838806,-0.022673227,0.006177156,0.086730631,0.054248366,0.130952381,0.5,0.1,0.360431208,0.639568792,1,1
181,Vincent Millot,Brydan Klein,-0.031672862,-0.02740308,-0.011493586,0.009485095,0.187830688,-0.243589744,0.428571429,0.428571429,0,0.193305203,0.806694797,1,1
182,Kevin Anderson,Alexander Zverev,0.089681954,0.003147815,0.054053988,-0.048460084,-0.112662002,-0.101370851,-0.176413255,-0.209677419,0.0875,0.612023029,0.387976971,0,0
186,Milos Raonic,Jack Sock,0.077277592,-0.004636099,0.051452925,-0.065262109,-0.01892782,-0.001457289,0.07751938,0.123411371,0,0.421111199,0.578888801,1,0
188,Tommy Paul,Kei Nishikori,-0.000453976,-0.000154064,-0.040214148,0.114230973,-0.057777778,0.02188754,-0.727272727,-0.539130435,0.1,0.845311947,0.154688053,0,0
194,Gilles Muller,Tommy Paul,0.150520251,0.016773568,0.132015371,-0.158967391,-0.078773946,-0.120402712,0.564102564,0.58,0,0.187139161,0.812860839,1,0
206,Lucas Pouille,Tommy Paul,0.053990721,0.010710073,0.061623941,-0.085359589,-0.023592085,-0.047713182,0.580645161,0.377777778,0,0.211362621,0.788637379,1,0
207,Gilles Muller,Dmitry Tursunov,0.142164434,0.013290614,0.139183763,-0.16600568,0.000591133,-0.125932666,0.364102564,0.58,0,0.22117611,0.77882389,1,1
220,Alexander Zverev,Roger Federer,-0.034686815,0.030190191,-0.081148718,0.095053311,0.005929028,0.029753389,-0.142105263,-0.069478908,0.085714286,0.589918148,0.410081852,0,1
222,Robin Haase,Roger Federer,-0.025771185,0.007514686,-0.073571429,0.124576919,-0.055854967,-0.040867485,-0.45,-0.290769231,0.1,0.742679999,0.257320001,0,0
226,Roger Federer,Roberto Bautista Agut,0.068168876,-0.003853364,0.105334714,-0.097423004,-0.022898,-0.0158645,0.11372549,0.094405594,0.066666667,0.424101567,0.575898433,1,1
227,Rafael Nadal,Denis Shapovalov,-0.046645578,-0.027350596,-0.057809171,-0.008752026,0.215325203,0.153974895,0.30952381,0.857142857,0,0.214537231,0.785462769,1,0
228,Adrian Mannarino,Hyeon Chung,0.032023079,0.018165562,0.051401481,-0.049693694,0.04623511,0.031163916,0.164772727,0.466666667,0.033333333,0.334787031,0.665212969,1,1
240,Paolo Lorenzi,Nick Kyrgios,-0.123117214,-0.003825915,-0.06306467,0.152880582,0.047025017,0.060282935,-0.288311688,-0.225274725,0.085714286,0.673513859,0.326486141,0,0
241,Pablo Carreno Busta,Kevin Anderson,-0.10332907,-0.031188818,-0.069391964,0.079022265,0.134094327,0.132714813,0.143518519,0.166568915,0.044444444,0.407591316,0.592408684,1,0
248,Ryan Harrison,Roberto Bautista Agut,0.055167612,0.013220836,0.056763285,-0.018887853,-0.076214506,-0.007729211,-0.162464986,-0.16017316,0.08,0.607999751,0.392000249,0,0
250,Peter Polansky,Roger Federer,-0.077978712,0.008958426,-0.1826294,0.105107159,-0.006175699,0.138483548,-0.466666667,-0.230769231,0,0.727527483,0.272472517,0,0
258,Nick Kyrgios,Viktor Troicki,0.072801739,0.009248697,0.034630441,-0.103959025,-0.011713776,-0.009211901,0.168389058,0.229004329,0.02,0.365115382,0.634884618,1,1
262,Robin Haase,Albert Ramos,0.03863382,-0.00338954,0.042247542,-0.005699232,-0.059183192,-0.056695317,-0.098275862,-0.148148148,0.066666667,0.567535375,0.432464625,0,1
265,Benoit Paire,Donald Young,0.044168196,0.004512667,0.011691537,0.063687994,0.021707438,0.027376426,-0.029137529,-0.084848485,0.02,0.519171154,0.480828846,0,1
269,Roberto Bautista Agut,Tim Smyczek,-0.025431278,-0.005454799,0.003694231,-0.06137627,0.056740697,-0.011699507,0.28627451,0.251748252,0,0.305799561,0.694200439,1,1
271,Kyle Edmund,David Ferrer,0.038368764,-0.004533635,0.027821973,0.009655308,-0.079234872,-0.014099277,-0.047745358,-0.15870098,0.0625,0.564461421,0.435538579,0,0
279,Grigor Dimitrov,Yuichi Sugita,0.030162204,0.009959538,0.057801354,-0.088769767,0.031115263,-0.076235189,0.31372549,0.188636364,0.05,0.309416609,0.690583391,1,1
282,Adrian Mannarino,Dominic Thiem,-0.014250348,0.002844027,-0.032903931,0.072439319,0.001052656,0.011687809,-0.177884615,0.012121212,0.083333333,0.584744073,0.415255927,0,0
283,David Ferrer,Pablo Carreno Busta,-0.023466537,0.016202177,-0.00838772,-0.016783699,0.013332574,-0.042670905,-0.038793103,0.009269162,0.05,0.49269998,0.50730002,1,1
284,Nikoloz Basilashvili,Jared Donaldson,-0.03336489,0.004401722,-0.051279042,0.024851353,-0.02420242,-0.034230808,-0.215277778,0,0.1,0.596811701,0.403188299,0,0
289,Gilles Muller,Albert Ramos,0.147671854,0.013207398,0.130297396,-0.108768736,-0.101349766,-0.079467427,0.115826702,-0.033333333,0.033333333,0.443549374,0.556450626,1,0
293,Adrian Mannarino,Sam Querrey,-0.096272935,0.002679634,-0.095560256,0.098149418,0.078917051,0.038710022,-0.095833333,-0.033333333,0.05,0.538329209,0.461670791,0,1
295,David Ferrer,Janko Tipsarevic,-0.028157088,0.000445478,-0.053039278,0.005903283,0.099515341,0.03232385,0.086206897,0.18995098,0,0.391775492,0.608224508,1,1
306,David Goffin,Nick Kyrgios,-0.112105402,0.007511235,-0.043143665,0.105066445,0.10578765,0.06087596,-0.110204082,-0.131537861,0.058333333,0.560545137,0.439454863,0,0
308,Ivo Karlovic,Jiri Vesely,0.144437195,0.02156936,0.097911153,-0.090600186,-0.114198582,-0.049152542,0.217171717,0.166666667,0.016666667,0.380143793,0.619856207,1,1
309,Fabio Fognini,Daniil Medvedev,-0.029464436,0.029214778,-0.027455253,0.027520227,-0.022993335,0.101423395,-0.08,0.011904762,0,0.538561896,0.461438104,0,1
311,Stefan Kozlov,Sam Querrey,-0.088593832,0.043381249,-0.118446509,0.194066213,0.19484127,0.06383175,-0.533333333,0.121212121,0,0.651729074,0.348270926,0,0
312,Pablo Carreno Busta,Paolo Lorenzi,0.008569199,-0.008593064,0.004875432,-0.039585135,0.025727721,0.022100983,0.170454545,0.105361305,0.025,0.391987024,0.608012976,1,1
313,Mischa Zverev,Fernando Verdasco,-0.008905966,-0.021664678,0.002571446,-0.014811379,0.007735184,0.072222222,0.05952381,-0.166666667,0.025,0.498315728,0.501684272,1,1
321,Feliciano Lopez,Hyeon Chung,0.096675777,0.01422261,0.114905233,-0.138347962,-0.02318346,-0.024240631,0.260606061,0.553191489,0,0.278044645,0.721955355,1,1
324,Kyle Edmund,Joao Sousa,0.032604725,0.009360784,0.024271281,-0.041068283,-0.019598602,0.018000484,0.163461538,0.017769608,0.02,0.419146249,0.580853751,1,0
327,Roberto Bautista Agut,Jan Lennard Struff,-0.045711752,-0.029150681,-0.070530244,-0.025521478,0.067034483,0.064919893,0.24877451,0.251748252,0.05,0.345342189,0.654657811,1,1
328,Kyle Edmund,Damir Dzumhur,0.046091288,0.009735067,0.091129703,-0.074215966,-0.072250986,-0.048191466,0.098461538,0.01875,0.033333333,0.447057537,0.552942463,1,0
331,Steve Johnson,Kyle Edmund,0.033245546,-0.003307885,0.028208583,-0.066287791,-0.044288644,-0.053497942,-0.051975052,0.03125,0.028571429,0.494043723,0.505956277,1,0
332,Damir Dzumhur,Hyeon Chung,-0.001778539,0.003885481,-0.022077083,-0.001207729,0.08178363,0.071221632,0.167272727,0.116666667,0.033333333,0.391849855,0.608150145,1,1
337,Steve Johnson,Carlos Berlocq,0.081720149,0.001380653,0.147454843,-0.217395866,-0.16211449,-0.202708084,0.486486486,0.125,0,0.262255247,0.737744753,1,1
340,Julien Benneteau,Hyeon Chung,0.06523321,0.015025899,0.048584253,-0.076167472,-0.025513015,-0.035406048,0.102272727,-0.066666667,0,0.436612685,0.563387315,1,0
341,Roberto Bautista Agut,Dusan Lajovic,-0.015607963,-0.000661985,-0.01586349,0.013648842,0.10838491,0.051108374,0.28627451,0.212121212,0.04,0.328349866,0.671650134,1,1
342,Jiri Vesely,Marcos Baghdatis,0.016968126,-0.005908955,-0.021444369,-0.045659495,-0.037199651,-0.066472458,-0.159498208,-0.214285714,0.083333333,0.590218985,0.409781015,0,0
347,Andreas Seppi,Aljaz Bedene,-0.04124823,0.000606598,-0.020149109,-0.009299881,0.006766675,0.043433355,-0.043956044,0.044932079,0.033333333,0.503041228,0.496958772,0,1
348,Pablo Cuevas,Jan Lennard Struff,0.0059479,-0.019107182,-0.016757811,-0.067893118,-1.79E-05,0.038017618,-0.028409091,0.140384615,0.025,0.467953727,0.532046273,1,0
365,Denis Istomin,Damir Dzumhur,0.052590932,-0.000536916,0.061108082,-0.037454164,-0.108006604,-0.073218761,-0.349090909,-0.21,0.1,0.683285253,0.316714747,0,0
370,Leonardo Mayer,Richard Gasquet,0.008498725,0.019101067,0.004620504,0.001736111,-0.110989244,-0.080199253,-0.25625,-0.312117503,0.066666667,0.664070632,0.335929368,0,1
371,Jan Lennard Struff,Alexandr Dolgopolov,-0.009129419,0.010825395,0.034018831,0.002876004,-0.008112211,-0.031478335,-0.0125,-0.151098901,0.1,0.53531536,0.46468464,0,0
372,Tomas Berdych,Ryan Harrison,0.008690586,-0.002207304,0.033155488,-0.028163246,0.030553705,-0.011359459,0.142857143,0.177655678,0.04,0.390449051,0.609550949,1,1
373,David Goffin,Julien Benneteau,-0.033380074,0.006856322,0.016079687,-0.000356835,0.13398287,0.093698438,0.257653061,0.33989071,0.02,0.313106666,0.686893334,1,1
374,Guido Pella,Steve Darcis,0.016113183,-0.009637584,-0.037156836,-0.05148954,-0.031609828,-0.013781746,0,0.40625,0,0.409861387,0.590138613,1,1
375,Maximilian Marterer,Donald Young,-0.0323579,-0.009195989,-0.112212564,0.214685145,-0.10380117,-0.122623574,-0.423076923,-0.4,0.1,0.760998967,0.239001033,0,0
377,Pablo Cuevas,Damir Dzumhur,0.063013767,0.0098142,0.116619864,-0.137651703,-0.07786442,-0.063556411,-0.030909091,0.075,0.05,0.480279102,0.519720898,1,0
379,Andrey Rublev,Aljaz Bedene,-0.06768476,0.01286596,-0.068888437,0.063664596,-0.031536388,0.027560339,-0.028571429,-0.093596059,0,0.532952142,0.467047858,0,1
380,Roger Federer,Francis Tiafoe,0.043869234,-0.007120191,0.11075417,-0.141649049,0.064999228,0.019849785,0.633333333,0.564102564,0,0.165033729,0.834966271,1,1
381,Vasek Pospisil,Fernando Verdasco,0.025365179,-0.006126276,0.014389818,0.02842808,-0.111146618,0.000373483,-0.100649351,-0.5,0.06,0.652301375,0.347698625,0,0
387,Andreas Seppi,Roberto Bautista Agut,0.02293538,0.008544058,0.023456281,0.018692397,-0.068921896,-0.001984127,-0.301659125,-0.212121212,0.1,0.676869777,0.323130223,0,0
394,Christopher Eubanks,Dudi Sela,0.038752821,0.052704248,0.195351543,-0.308988764,-0.244318182,-0.417475728,-0.25,0.001715266,0,0.524002351,0.475997649,0,0
395,Radu Albot,Ernesto Escobedo,-0.064626519,-0.004558315,-0.127332145,0.153846154,0.107690342,0.109803922,-0.083333333,-0.114285714,0,0.545265372,0.454734628,0,1
400,Jordan Thompson,Jack Sock,-0.012026908,-0.013191619,-0.002135592,0.057002801,-0.058317126,-0.009768977,-0.416666667,-0.430434783,0.1,0.746166603,0.253833397,0,1
402,Joao Sousa,Paolo Lorenzi,-0.009133299,-0.006285307,3.84E-05,-0.005645242,-0.020575976,-0.052669683,-0.079545455,-0.061840121,0.057142857,0.533177003,0.466822997,0,0
405,Borna Coric,Jiri Vesely,-0.017270495,-0.009656301,-0.018914821,0.047896032,0.008968358,-0.001482291,0.111111111,0.045454545,0.02,0.440175373,0.559824627,1,1
409,Steve Johnson,Nicolas Almagro,-0.009966601,-0.014317591,-0.002639147,-0.037903874,-0.040347969,-0.011896745,0.097597598,0.013513514,0.066666667,0.46098826,0.53901174,1,1
419,Rafael Nadal,Taro Daniel,-0.010441641,-0.009617927,0.02327191,-0.091968809,0.130632184,0.042931951,0.267857143,-0.032608696,0,0.336491506,0.663508494,1,1
424,Damir Dzumhur,Cedrik Marcel Stebe,0.013039052,-0.023625763,0.130389284,-0.206521739,0.075179856,0.197368421,0.44,1,0,0.176974754,0.823025246,1,1
427,Feliciano Lopez,Fernando Verdasco,0.046546527,-0.013710774,0.045600383,-0.04214682,-0.061254708,-0.025871619,0.069047619,-0.266666667,0.05,0.516141859,0.483858141,0,1
441,Denis Shapovalov,Jo Wilfried Tsonga,-0.034907856,0.009990725,-0.039951366,0.075375375,-0.053353659,-0.047480106,-0.37254902,-0.380952381,0,0.699534245,0.300465755,0,1
443,Nicolas Mahut,Albert Ramos,0.025967307,0.001584133,0.060928028,-0.042266298,-0.04329145,0.050529278,0.033205619,0.018518519,0.028571429,0.485595866,0.514404134,1,1
446,Janko Tipsarevic,Diego Sebastian Schwartzman,0.035565838,0.008618514,0.086238526,-0.078412165,-0.110155568,-0.085450781,0,-0.026785714,0.066666667,0.507049596,0.492950404,0,0
451,Andrey Rublev,Damir Dzumhur,0.007852966,0.02057412,0.037564384,-0.003623188,-0.118036999,-0.054511278,-0.04,-0.164285714,0,0.548345809,0.451654191,0,1
457,Mischa Zverev,John Isner,-0.181734221,-0.001292989,-0.09706329,0.116034212,0.132678024,0.132539683,-0.104761905,-0.264285714,0.071428571,0.590687396,0.409312604,0,1
462,Mikhail Kukushkin,Lucas Pouille,-0.061453142,-0.021117335,-0.092915966,0.118133979,0.016295236,0.009893382,-0.19969278,-0.244444444,0.05,0.628459662,0.371540338,0,0
463,Diego Sebastian Schwartzman,Marin Cilic,-0.105729893,-0.000976335,-0.134973652,0.153281513,0.072105716,0.088198034,-0.18,-0.17364532,0.066666667,0.617686612,0.382313388,0,1
470,Pablo Carreno Busta,Denis Shapovalov,-0.015441097,-0.025177558,-0.041158509,0.026390686,0.122489705,0.155947137,0.291666667,0.212121212,0.05,0.343262378,0.656737622,1,1
475,Pablo Carreno Busta,Diego Sebastian Schwartzman,0.030875287,-0.007138185,0.041586968,-0.055725183,-0.023972801,-0.010456025,0.125,0.153896104,0.042857143,0.412592394,0.587407606,1,1
477,Kevin Anderson,Pablo Carreno Busta,0.10332907,0.031188818,0.069391964,-0.079022265,-0.134094327,-0.132714813,-0.143518519,-0.166568915,0.055555556,0.579283228,0.420716772,0,1
481,Nick Kyrgios,David Goffin,0.112105402,-0.007511235,0.043143665,-0.105066445,-0.10578765,-0.06087596,0.025641026,0.131537861,0.041666667,0.45899832,0.54100168,1,0
482,Jordan Thompson,Steve Darcis,0.028190576,-0.007283437,0.024310827,-0.02960199,-0.085983221,-0.026827309,0,-0.228571429,0,0.53290766,0.46709234,0,0
495,Jiri Vesely,Robin Haase,0.015318698,0.008655279,-0.003481013,-0.061749171,0.003375977,-0.004829759,0.054545455,0.166666667,0.025,0.423833224,0.576166776,1,0
516,Yannick Maden,Denis Istomin,-0.082296651,0.051085756,-0.158164033,0.299531459,-0.042173252,0.12585034,-0.090909091,0.213836478,0,0.569096433,0.430903567,0,0
521,Paul Henri Mathieu,Henri Laaksonen,0.000355267,-0.008987625,0.012129467,-0.059835018,0.009821429,-0.016290727,0.066666667,0.0375,0,0.430614256,0.569385744,1,0
525,Richard Gasquet,Denis Istomin,-0.030838203,2.95E-05,0.014203031,-0.045954652,0.125000661,0.062213976,0.565340909,0.387906977,0.05,0.211948703,0.788051297,1,0
528,Marcel Granollers,Simone Bolelli,-0.007483425,0.002388649,0.019736689,-0.021375465,0.128421794,0.090250795,0.337142857,0.239316239,0,0.293072679,0.706927321,1,1
538,Guido Pella,Viktor Troicki,-0.04361965,0.003275806,-0.040699712,-0.022275147,-0.009772406,-0.023062889,-0.241134752,-0.427083333,0.083333333,0.657741839,0.342258161,0,0
551,Jan Lennard Struff,Borna Coric,0.005265858,0.026490382,0.061162793,0.012220703,-0.00062585,-0.001875858,-0.0625,-0.082051282,0,0.520218038,0.479781962,0,1
553,Evgeny Donskoy,Joao Sousa,0.012070876,-0.002625713,-0.016011836,-0.020446185,-0.06978972,-0.025471773,-0.108333333,-0.178253119,0.025,0.570441686,0.429558314,0,0
556,Yuichi Sugita,Denis Istomin,-0.04368357,0.004107518,-0.026964716,0.020898981,0.016500217,0.070294785,0.242424242,0.135,0.1,0.402541884,0.597458116,1,0
561,Guido Pella,Dominic Thiem,-0.018736279,-0.006923441,-0.05182796,0.02222614,-0.040558878,-0.035910665,-0.282051282,-0.048295455,0.1,0.632955646,0.367044354,0,1
564,Marcos Baghdatis,Peter Gojowczyk,-0.072632057,0.025065474,-0.024332241,0.066405293,0.153019744,0.040625,0.215053763,0.166666667,0,0.346203165,0.653796835,1,1
565,Kyle Edmund,Jared Donaldson,0.007843339,-0.009450542,-0.00907462,-0.029518193,-0.019293352,-0.047424987,0.100961538,0.007211538,0.1,0.458250564,0.541749436,1,0
568,Albert Ramos,Dusan Lajovic,-0.011844092,0.006388877,-0.026347747,0.046501989,0.088815136,0.051071707,0.048275862,-0.08994709,0.042857143,0.477195709,0.522804291,1,0
579,David Goffin,Henri Laaksonen,0.007627087,-0.014124846,0.032130307,-0.080083931,0.101866081,0.00586775,0.299319728,0.206557377,0,0.29541024,0.70458976,1,1
581,Alexandr Dolgopolov,Dudi Sela,0.064886384,0.004151217,0.077642044,-0.088145092,-0.038872637,-0.040203001,0.2,0.175714286,0,0.363068705,0.636931295,1,1
593,Dudi Sela,Matthew Ebden,-0.00972612,-0.015236548,0.12829656,-0.269958604,0.116113054,0.032860344,0.25,0.36,0,0.26410151,0.73589849,1,1
597,Alessandro Giannessi,Jeremy Chardy,-0.059785726,0.010319677,-0.07902183,0.098484848,0.003889159,-0.10726817,0.071428571,0.5,0,0.370515801,0.629484199,1,0
601,Alexander Zverev,Nick Kyrgios,-0.100900899,0.015622023,-0.042851262,0.082733267,0.051320413,0.051039956,-0.084962406,-0.076804916,0.06,0.55256082,0.44743918,0,0
604,Nick Kyrgios,Steve Darcis,0.132534572,-0.003664692,0.038173316,-0.133173419,-0.033551198,6.92E-05,0.40952381,0.30952381,0,0.268328725,0.731671275,1,1
605,Andrey Rublev,Alexander Zverev,-0.036983211,-0.005533408,-0.049469042,0.094026567,-0.090255987,-0.031746032,-0.257894737,-0.375576037,0.1,0.699103675,0.300896325,0,0
610,Nick Kyrgios,Mischa Zverev,0.102735254,0.008102281,0.035931309,-0.070578231,-0.043124226,-0.076436782,0.219047619,0.186363636,0.016666667,0.355491787,0.644508213,1,1
621,Ze Zhang,Roberto Bautista Agut,-0.005345549,0.040181593,-0.130211505,0.146629388,-0.195402299,-0.077380952,-0.68627451,-0.636363636,0.1,0.859922426,0.140077574,0,0
626,Jared Donaldson,Tomas Berdych,-0.036964365,0.008401376,-0.05256188,0.097633389,0.003515207,0.054976326,-0.229166667,-0.192307692,0.066666667,0.642521319,0.357478681,0,0
631,Marin Cilic,Adrian Mannarino,0.072242049,-0.008099035,0.091603569,-0.11615794,-0.018933082,-0.029105577,0.2425,0.533333333,0,0.288588901,0.711411099,1,0
633,Marin Cilic,Ryan Harrison,0.039521939,-0.006810491,0.045471418,-0.050475989,0.032544944,-0.024779946,0.156190476,0.161740558,0.02,0.375378155,0.624621845,1,1
634,Adrian Mannarino,Yuichi Sugita,0.024894256,0.01070948,0.039335198,-0.031930781,0.055957867,-0.037133739,0.104166667,0.466666667,0.066666667,0.354406718,0.645593282,1,1
635,David Goffin,Richard Gasquet,0.011878945,0.018504163,0.01142991,0.008092239,0.009692168,-0.001924458,-0.023596939,-0.0213496,0.055555556,0.505429211,0.494570789,0,1
639,Adrian Mannarino,Jiri Vesely,-0.035268887,0.00219278,-0.017651139,0.081389355,0.050640511,0.058158163,0.048611111,0,0.066666667,0.48921469,0.51078531,1,1
644,Kevin Anderson,Gilles Simon,0.126706389,0.025894996,0.101180679,-0.10734856,-0.138848064,-0.113326817,-0.082621083,-0.095556908,0.066666667,0.546687419,0.453312581,0,1
