,player_1,player_2,ace_pct,df_pct,first_serve_pct,broken_pct,breaking_pct,break_conversion_pct,surface_win_pct,player_hand_win_pct,parameter_value,player_2_prob,player_1_prob,Prediction,Actual,Correct Prediction,,R2,,Random,Random Prediction,Correct Prediction,R2
517,Stanislas Wawrinka,Nick Kyrgios,-0.046310042,-0.010387696,0.00844639,0.008471543,0.044703006,-0.004104869,0.169476486,0.18128655,0.05,0.3938608,0.6061392,1,1,1,,,,0.108102315,0,0,
519,Roberto Bautista Agut,Marcos Baghdatis,-0.044234036,-0.018594554,-0.030350758,-0.034614107,0.002322952,0.021286623,0.028571429,0.06031746,0.027272727,0.45602685,0.54397315,1,0,0,,,,0.939142586,1,0,
521,Philipp Kohlschreiber,Stanislas Wawrinka,-0.020011037,-0.009008362,-0.047472573,0.039652218,0.03641381,0.043502129,-0.234693878,-0.204927212,0.09,0.626691494,0.373308506,0,0,1,,,,0.443483562,0,1,
527,Thomas Fabbiano,Tomas Berdych,-0.07376827,0.020813241,-0.154612412,0.206559612,-0.153352595,-0.271643969,-0.714285714,-0.705882353,0.1,0.921076908,0.078923092,0,0,1,,,,0.822959645,1,0,
528,Philipp Kohlschreiber,Borna Coric,0.024038258,-0.011004806,0.023171066,-0.067524192,0.059013724,0.053565485,0.086206897,0.07358156,0.025,0.37625809,0.62374191,1,1,1,,,,0.670550458,1,1,
532,Feliciano Lopez,Guillermo Garcia Lopez,0.08255772,-0.006396342,0.032172337,-0.065077155,-0.099848768,-0.106544165,0.032679739,0.009433962,0.066666667,0.520434216,0.479565784,0,1,0,,,,0.2353423,0,0,
536,Marcos Baghdatis,Viktor Troicki,-0.027621479,0.020029313,0.003920301,0.010102652,0.021312445,0.022283669,0.038888889,-0.008163265,0.027272727,0.468200269,0.531799731,1,1,1,,,,0.288708341,0,0,
544,Pablo Cuevas,Pablo Carreno Busta,0.005850809,0.010267249,0.008446866,-0.014270884,0.008473888,0.046261241,0.278571429,0.103252033,0.042857143,0.357888737,0.642111263,1,1,1,,,,0.87190995,1,1,
546,Inigo Cervantes Huegun,Pablo Carreno Busta,0.025182897,-0.024366784,0.01981175,0.057246101,-0.028598485,-0.13697318,-0.4,-0.433333333,0,0.716433202,0.283566798,0,0,1,,,,0.611027166,1,0,
559,Pablo Andujar,Gastao Elias,0.001961418,-0.006537143,-0.03010084,-0.012890714,0.058089268,0.054109589,0.545454545,0.366666667,0,0.22223221,0.77776779,1,0,0,,,,0.669696238,1,0,
564,Pablo Carreno Busta,Albert Ramos,0.017778626,-0.004608725,0.015649794,-0.011185495,0.012159586,0.025862069,0.019047619,-0.286764706,0.1,0.507629236,0.492370764,0,1,0,,,,0.001393914,0,0,
567,Novak Djokovic,Milos Raonic,-0.117050516,-0.015637957,-0.067365312,0.041479425,0.223846474,0.113304281,0.234920635,0.220735786,0,0.280569102,0.719430898,1,1,1,,,,0.790353571,1,1,
577,Kei Nishikori,John Isner,-0.167932632,0.011150995,-0.044486255,0.074896118,0.158553667,0.068251241,0.044444444,0.07816092,0.035714286,0.422345835,0.577654165,1,1,1,,,,0.317981733,0,0,
578,Milos Raonic,Tomas Berdych,0.089766385,0.008584187,0.03949574,-0.090305038,-0.134384336,-0.131484394,-0.028571429,-0.013574661,0.045454545,0.550955363,0.449044637,0,1,0,,,,0.632034461,1,1,
579,Jo Wilfried Tsonga,Dominic Thiem,0.049316586,0.003305545,0.041359338,-0.043034789,0.002730395,0.044175784,0.222988506,0.044871795,0.027272727,0.362140276,0.637859724,1,1,1,,,,0.128244369,0,0,
581,Federico Delbonis,Gael Monfils,-0.066512722,0.011488794,-0.056633245,0.12051056,-0.00595764,-0.003015512,-0.327272727,-0.155555556,0.1,0.72379785,0.27620215,0,0,1,,,,0.36537175,0,1,
582,Andy Murray,Federico Delbonis,0.044792482,-0.01914908,0.072954581,-0.116971914,0.093275056,0.042758847,0.487272727,0.472222222,0.015384615,0.181269046,0.818730954,1,0,0,,,,0.133363413,0,1,
592,Adrian Mannarino,John Isner,-0.170221254,0.010534977,-0.084433982,0.152185668,0.123128984,0.063137919,-0.176693767,-0.277777778,0.07,0.612033232,0.387966768,0,0,1,,,,0.458497558,0,1,
601,Mikhail Youzhny,Roberto Bautista Agut,-0.011133044,0.022046312,-0.044407321,0.127307408,-0.064988045,-0.067609847,-0.261904762,-0.311507937,0.1,0.742881723,0.257118277,0,0,1,,,,0.02897165,0,1,
603,Thiemo De Bakker,Sam Querrey,-0.081695577,-0.025009253,-0.033168192,0.064099236,0.031628788,0.006666667,-0.347826087,-0.01025641,0,0.640883595,0.359116405,0,0,1,,,,0.742415902,1,0,
606,Martin Klizan,Fernando Verdasco,-0.027213704,-0.000832856,-0.040285158,0.08595628,0.008065594,0.029043117,0.021538462,-0.1,0,0.518123787,0.481876213,0,0,1,,,,0.569778074,1,0,
612,Kei Nishikori,Mikhail Kukushkin,0.023097129,0.009829921,0.07636965,-0.10840352,0.056915595,-0.03682943,0.253333333,0.361904762,0,0.278867031,0.721132969,1,1,1,,,,0.00843459,0,0,
617,Francis Tiafoe,David Goffin,0.019356272,-0.020388716,-0.023318508,0.031021898,-0.17215256,-0.124296154,-0.298387097,-0.260638298,0.1,0.755776465,0.244223535,0,0,1,,,,0.28362355,0,1,
620,Illya Marchenko,Stanislas Wawrinka,-0.029828895,0.009266295,-0.029949118,0.036511156,-0.058143318,-0.080097663,-0.534693878,-0.436842105,0.1,0.795067257,0.204932743,0,0,1,,,,0.899426556,1,0,
623,Rajeev Ram,Bernard Tomic,0.002925778,0.008455185,0.027069893,-0.008569174,-0.070071971,-0.024515738,-0.409574468,-0.1,0.066666667,0.706391119,0.293608881,0,0,1,,,,0.145218364,0,1,
625,Gael Monfils,Pablo Carreno Busta,0.04281939,0.012291154,0.041235019,-0.059183751,0.012824924,0.019712057,0.247058824,0.211111111,0.04,0.340968078,0.659031922,1,1,1,,,,0.013506409,0,0,
630,Denis Kudla,Denis Istomin,-0.009974243,0.025932474,-0.039020733,0.035354208,2.19E-05,0.057422969,-0.080882353,0.071428571,0.1,0.570454741,0.429545259,0,1,0,,,,0.60040025,1,1,
634,Thiemo De Bakker,Jiri Vesely,0.008147302,-0.016966843,0.027629957,0.010075356,-0.018709547,-0.077241379,-0.52,-0.41025641,0,0.727731274,0.272268726,0,1,0,,,,0.640027954,1,1,
638,Andreas Seppi,Donald Young,0.024139637,-0.028147931,0.037172052,-0.041629939,0.003201806,0.035914855,-0.067204301,-0.112820513,0.06,0.500014785,0.499985215,0,1,0,,,,0.149451803,0,0,
643,Leonardo Mayer,Samuel Groth,-0.103324062,-0.015886739,-0.040318962,0.007456373,0.064594431,0.03311048,0.01010101,-0.072916667,0.02,0.456146617,0.543853383,1,1,1,,,,0.97265471,1,1,
649,Rajeev Ram,Noah Rubin,0.085535852,-0.005842564,-0.014588859,0.021362799,0.131147541,0.375,0.25,0.5,0,0.263453259,0.736546741,1,1,1,,,,0.073939195,0,0,
657,Nick Kyrgios,Kei Nishikori,0.077397118,0.005765046,0.007247187,-0.010662914,-0.097134367,-0.010148148,-0.168115942,-0.177777778,0.0375,0.623744111,0.376255889,0,0,1,,,,0.338142384,0,1,
658,Tomas Berdych,Novak Djokovic,0.027284131,0.00705377,0.027869572,0.048825613,-0.089462138,0.018180113,-0.206349206,-0.207161125,0.1,0.674201438,0.325798562,0,0,1,,,,0.61737613,1,0,
664,Horacio Zeballos,David Goffin,0.018249084,-0.009047522,-0.055927203,0.068900686,-0.180675287,-0.174716322,-0.548387097,-0.566666667,0.1,0.856411462,0.143588538,0,0,1,,,,0.937923554,1,0,
668,Roberto Bautista Agut,Kei Nishikori,-0.01051248,-0.007939751,-0.032118011,0.025307629,-0.032922503,0.036931579,-0.138095238,-0.13015873,0.075,0.603003761,0.396996239,0,0,1,,,,0.703463506,1,0,
669,Grigor Dimitrov,Gael Monfils,-0.018113979,-0.001718455,0.016408881,0.017803299,-0.013634603,-0.038398792,-0.028571429,-0.044444444,0.08,0.541515934,0.458484066,0,0,1,,,,0.676615022,1,0,
670,Novak Djokovic,Joao Sousa,0.035523895,-0.005670232,0.046156759,-0.110205957,0.12803451,0.054600219,0.406349206,0.4228474,0,0.196106607,0.803893393,1,1,1,,,,0.680000727,1,1,
671,Yoshihito Nishioka,Dominic Thiem,-0.053993777,-0.000628674,-0.14825726,0.164047125,0.043327279,-0.010472103,-0.038095238,-0.071428571,0,0.587908732,0.412091268,0,0,1,,,,0.573584038,1,0,
674,Fernando Verdasco,Horacio Zeballos,-0.011085674,0.007804745,0.053067693,-0.12505458,0.088200509,0.134876297,0.44,0.166666667,0.1,0.22120799,0.77879201,1,0,0,,,,0.813470478,1,0,
677,David Ferrer,Lucas Pouille,-0.032745113,-0.003458388,0.004595105,-0.047524752,0.155594312,0.079519376,0.335227273,0.25862069,0,0.236091298,0.763908702,1,0,0,,,,0.495005149,0,1,
681,Adrian Mannarino,Andrey Kuznetsov,-0.000929815,0.000341257,0.01357202,-0.060035629,0.013045434,-0.062322317,0.067750678,0.022222222,0.05,0.439845172,0.560154828,1,0,0,,,,0.236702536,0,1,
682,Alexandr Dolgopolov,Kei Nishikori,0.029989386,0.003728171,-0.006471212,0.047038386,-0.043498898,0.015846021,-0.262745098,-0.278787879,0.088888889,0.680628803,0.319371197,0,0,1,,,,0.618815057,1,0,
684,Pablo Cuevas,Gael Monfils,-0.036968581,-0.002023905,-0.032788153,0.044912867,-0.004351035,0.026549185,-0.219047619,-0.107859079,0.066666667,0.628766791,0.371233209,0,0,1,,,,0.128459251,0,1,
685,Andy Murray,Grigor Dimitrov,-0.003606262,-0.005941831,-8.75E-05,-0.014264654,0.100952019,0.078142126,0.188571429,0.2,0.01,0.329403893,0.670596107,1,0,0,,,,0.938464436,1,0,
687,Vasek Pospisil,Joao Sousa,0.08839911,0.011721976,0.074133906,-0.072579472,-0.073710226,0.009090909,0.013492063,0.059803922,0.075,0.491360952,0.508639048,1,0,0,,,,0.061265822,0,1,
688,Yoshihito Nishioka,Feliciano Lopez,-0.121487028,-0.012110383,-0.166928036,0.175469439,0.081962636,-0.010808081,-0.159663866,-1,0,0.672097913,0.327902087,0,1,0,,,,0.195255822,0,0,
703,Mikhail Kukushkin,Thomaz Bellucci,-0.03598219,-0.020785339,-0.044254827,0.038875492,-0.004989514,0.055490399,0.088695652,0.155555556,0.033333333,0.463665899,0.536334101,1,1,1,,,,0.893784329,1,1,
709,Stanislas Wawrinka,Andrey Kuznetsov,0.032445883,-0.003665375,0.069213324,-0.13951655,-0.003961244,-0.071462012,0.290249433,0.429149798,0,0.278912774,0.721087226,1,0,0,,,,0.137973887,0,1,
714,Tatsuma Ito,Gael Monfils,-0.051360834,-0.002933598,-0.017604487,0.097158801,-0.037721228,-0.076040075,-0.215384615,-0.287301587,0.1,0.693684578,0.306315422,0,0,1,,,,0.201070303,0,1,
715,Pablo Cuevas,John Millman,0.039086028,0.012070857,0.001342638,-0.02656749,0.014470665,0.051791122,0.047619048,0.151969981,0,0.429405485,0.570594515,1,1,1,,,,0.073217622,0,0,
716,Grigor Dimitrov,Federico Delbonis,0.048398743,-0.013207249,0.073042126,-0.102707261,-0.007676964,-0.03538328,0.298701299,0.111111111,0,0.301173153,0.698826847,1,1,1,,,,0.390016227,0,0,
722,Albert Ramos,Alejandro Gonzalez,0.006521749,-0.004743181,0.014786315,-0.08389234,0.039720495,0.081541219,0.244444444,0.078431373,0.1,0.338679884,0.661320116,1,1,1,,,,0.545699579,1,1,
732,Taylor Harry Fritz,Simone Bolelli,0.073432964,-0.014133378,-0.0638955,0.06364617,0.057012108,-0.004411765,-0.516129032,0.533333333,0,0.681323385,0.318676615,0,1,0,,,,0.960224202,1,1,
734,Nicolas Jarry,Sergiy Stakhovsky,0.058767215,0.024916023,0.008434224,-0.047955578,-0.097532989,-0.128378378,-0.483870968,-0.441860465,0.1,0.770052474,0.229947526,0,0,1,,,,0.39919587,0,1,
735,Hyeon Chung,Denis Kudla,-0.01092466,0.006170103,0.037866229,-0.044989879,0.098734051,0.003501401,0.244343891,-0.071428571,0,0.31070964,0.68929036,1,0,0,,,,0.107858394,0,1,
738,Adrian Mannarino,Illya Marchenko,-0.003546803,-0.005259663,-0.025692185,0.042969765,0.075149996,0.089237358,0.312195122,0.422222222,0.025,0.315138119,0.684861881,1,1,1,,,,0.862146132,1,1,
741,Donald Young,Andreas Seppi,-0.024139637,0.028147931,-0.037172052,0.041629939,-0.003201806,-0.035914855,0.067204301,0.112820513,0.04,0.499445701,0.500554299,1,0,0,,,,0.652852917,1,0,
753,Tim Smyczek,Feliciano Lopez,-0.098940402,-0.006914072,-0.12426305,0.152677144,-0.011559177,0.01656034,-0.529411765,-0.509433962,0.1,0.816578585,0.183421415,0,0,1,,,,0.370364278,0,1,
754,Juan Monaco,Sam Querrey,-0.149819883,-0.027721327,-0.145186914,0.120386554,0.147907339,0.079317269,-0.006993007,0.074592075,0.05,0.489185841,0.510814159,1,1,1,,,,0.371916895,0,0,
755,John Isner,Denis Kudla,0.157281211,-0.021857125,0.11190169,-0.174850577,-0.090051498,-0.122484045,0.625,0.083743842,0.016666667,0.210665446,0.789334554,1,1,1,,,,0.998719921,1,1,
759,Feliciano Lopez,Lukas Lacko,0.056254445,0.01402452,0.077373685,-0.112096721,0.057407685,0.061577312,0.529411765,0.509433962,0,0.180187047,0.819812953,1,1,1,,,,0.209654777,0,0,
760,Sam Querrey,Benjamin Becker,0.099572398,0.010379945,0.074318762,-0.098204931,-0.008022673,-0.056910569,0.212121212,0.13025641,0.04,0.356472932,0.643527068,1,1,1,,,,0.253801496,0,0,
765,Carlos Berlocq,Fernando Verdasco,-0.039942528,-0.023298372,-0.062795597,0.109903065,0.030313641,0.052623703,0,0.034883721,0.1,0.552611412,0.447388588,0,0,1,,,,0.412321182,0,1,
766,Diego Sebastian Schwartzman,Marcos Baghdatis,-0.059377366,-0.004602771,-0.104045512,0.113989637,0.040621492,0.024223425,-0.066666667,-0.167857143,0.066666667,0.592325949,0.407674051,0,0,1,,,,0.811174912,1,0,
769,Juan Monaco,Gerald Melzer,-0.021987081,-0.004471369,-0.037344195,0.006062629,0.135467148,0.13992333,0.038461538,0.114285714,0,0.381975908,0.618024092,1,1,1,,,,0.039161674,0,0,
770,Federico Delbonis,Borna Coric,-0.005622985,0.017492431,-0.013906718,0.029672137,0.025896391,0.029837949,-0.016806723,-0.222222222,0.033333333,0.51687173,0.48312827,0,1,0,,,,0.355650459,0,0,
771,Jiri Vesely,Borna Coric,0.040527126,0.007719269,0.027975158,-0.051025632,0.00440532,0.043409604,-0.207282913,-0.256410256,0.06,0.572047429,0.427952571,0,0,1,,,,0.339147921,0,1,
774,Borna Coric,Paul Henri Mathieu,-0.01364936,-0.013511815,-0.008792692,-0.006083041,-0.025426599,-0.048582017,-0.011764706,0.172619048,0.05,0.510079834,0.489920166,0,1,0,,,,0.354184609,0,0,
775,Pablo Carreno Busta,Federico Delbonis,0.023693332,-0.023779949,0.015398226,-0.061326809,-0.006867284,-0.016696545,-0.171428571,-0.319444444,0.06,0.564891058,0.435108942,0,0,1,,,,0.112737723,0,1,
786,Inigo Cervantes Huegun,Jiri Vesely,0.002726118,-0.038373571,-0.0066719,0.076617062,-0.013974698,-0.167241379,-0.380952381,-0.41025641,0,0.715009457,0.284990543,0,0,1,,,,0.917069821,1,0,
790,Denis Istomin,Lorenzo Giustino,0.055602706,0.018054162,0.264992361,-0.507534659,0.197894737,0.394957983,0.454545455,0.5,0,0.059561726,0.940438274,1,1,1,,,,0.132560901,0,0,
798,Rafael Nadal,Stanislas Wawrinka,-0.054186129,-0.0006031,-0.046996713,0.026879946,0.095710128,0.040997573,0.047794118,0.027230047,0.06,0.447707515,0.552292485,1,1,1,,,,0.42529315,0,0,
799,Milos Raonic,Andy Murray,0.103736339,0.007421941,0.061125451,-0.099557858,-0.188142472,-0.118768997,-0.270833333,-0.107692308,0.08,0.681981222,0.318018778,0,0,1,,,,0.351333584,0,1,
803,Jo Wilfried Tsonga,Lucas Pouille,0.063076594,-0.00909708,0.091144675,-0.128076054,0.023699069,0.01223178,0.111111111,0.141025641,0,0.338162929,0.661837071,1,1,1,,,,0.626536813,1,1,
804,Rafael Nadal,Dominic Thiem,-0.039019047,-0.001559424,-0.029988535,0.004355891,0.108126921,0.094420601,0.043269231,0.26056338,0.018181818,0.394993104,0.605006896,1,1,1,,,,0.042374542,0,0,
813,Jeremy Chardy,Roberto Bautista Agut,0.041173221,0.027302714,0.030735966,0.013332528,-0.042006971,-0.03088811,-0.124242424,-0.103174603,0.066666667,0.59672716,0.40327284,0,0,1,,,,0.649235496,1,0,
818,Grigor Dimitrov,Gilles Simon,0.046359843,0.005688314,0.064722344,-0.061854337,-0.09577474,-0.104581772,0.006493506,-0.048148148,0.063636364,0.527196314,0.472803686,0,0,1,,,,0.611062402,1,0,
822,Joao Sousa,Benoit Paire,-0.051675778,-0.020949615,-0.031766738,-0.028637915,-0.035054804,-0.066656498,-0.057971014,-0.08875129,0.042857143,0.540723938,0.459276062,0,0,1,,,,0.129532542,0,1,
823,Pierre Hugues Herbert,Andy Murray,0.064048621,0.025280176,0.01771758,0.002954632,-0.141954355,-0.083928571,-0.9375,-0.3,0.1,0.892547038,0.107452962,0,0,1,,,,0.028622582,0,1,
826,Gilles Muller,Gael Monfils,0.056752601,0.006773349,0.063225298,-0.028163716,-0.078578669,-0.023785609,-0.205882353,-0.06,0.08,0.620623388,0.379376612,0,0,1,,,,0.485206967,0,1,
827,Feliciano Lopez,David Goffin,0.063202054,-0.007122139,0.024578879,-0.067916929,-0.111489964,-0.058193956,-0.058823529,-0.390566038,0.057142857,0.577473797,0.422526203,0,0,1,,,,0.527273571,1,0,
831,Jeremy Chardy,Andrey Kuznetsov,0.032019548,0.020320238,0.052137701,-0.098685022,-0.026459356,-0.051165526,0.103030303,0.192307692,0,0.395179251,0.604820749,1,1,1,,,,0.877831523,1,1,
836,Lukas Rosol,Aljaz Bedene,-0.037647444,0.010880453,-0.031155612,-0.007129038,-0.023838397,-0.058524948,-0.1,-0.176079734,0.075,0.585190429,0.414809571,0,0,1,,,,0.928276049,1,0,
838,Jan Lennard Struff,Dominic Thiem,0.025055565,0.022676655,0.002325448,0.065529542,-0.049957777,0.022911356,-0.769230769,-0.396153846,0.066666667,0.842754594,0.157245406,0,0,1,,,,0.691570212,1,0,
839,Viktor Troicki,Gilles Simon,0.077889339,-0.005345173,0.054849443,-0.043985169,-0.095520792,-0.081358783,-0.236363636,-0.09712774,0.066666667,0.638830528,0.361169472,0,0,1,,,,0.13445085,0,1,
841,Philipp Kohlschreiber,Borna Coric,0.024038258,-0.011004806,0.023171066,-0.067524192,0.059013724,0.053565485,0.091764706,0.07358156,0.025,0.37400438,0.62599562,1,1,1,,,,0.35801405,0,0,
852,Andrey Kuznetsov,Philipp Kohlschreiber,-0.012434846,0.012673737,-0.021740751,0.099864332,-0.032452566,0.027959883,-0.316363636,-0.224222586,0,0.688332731,0.311667269,0,0,1,,,,0.268119714,0,1,
856,Fabio Fognini,Viktor Troicki,-0.078340089,0.022998318,-0.055497975,0.073053225,0.06383937,0.026714865,0.225,-0.038825286,0.071428571,0.425043072,0.574956928,1,1,1,,,,0.6859854,1,1,
859,Pablo Cuevas,Benoit Paire,-0.018086047,-0.012767451,-0.028479608,-0.039391216,-0.034392747,-0.019785713,0.011904762,-0.042362003,0.06,0.504678075,0.495321925,0,0,1,,,,0.476066037,0,1,
860,Malek Jaziri,Alexander Zverev,-0.022592407,-0.015681194,-0.005448521,0.019658387,-0.000843191,-0.068622405,-0.321428571,-0.013846154,0.05,0.650888302,0.349111698,0,1,0,,,,0.227976821,0,0,
863,Joao Sousa,Albert Montanes,0.000159919,-0.027864328,0.007841405,-0.083633895,-0.043966624,0.070187166,0.108695652,-0.009803922,0.04,0.416012614,0.583987386,1,0,0,,,,0.422251773,0,1,
866,Edouard Roger Vasselin,Radek Stepanek,0.002344289,-0.020362427,-0.019090112,0.070014733,-0.033524189,-0.08783092,-0.5,-0.067307692,0,0.741901059,0.258098941,0,0,1,,,,0.670500877,1,0,
870,Benoit Paire,Teymuraz Gabashvili,0.024346263,-0.005831696,0.010107881,0.025707887,0.063409884,0.079576151,0.083333333,0.127334465,0.025,0.415145857,0.584854143,1,1,1,,,,0.188510333,0,0,
885,Hyeon Chung,Malek Jaziri,0.006935737,0.014171891,0.004199931,-0.036135236,0.113027889,0.087723149,0.25,0.153846154,0,0.293544163,0.706455837,1,0,0,,,,0.539426765,1,0,
890,Fernando Verdasco,Guillermo Garcia Lopez,0.026519077,-0.000516981,0.004733947,-0.053314121,-0.080833581,-0.088190235,-0.125,-0.034883721,0.05,0.582507316,0.417492684,0,1,0,,,,0.652573191,1,1,
891,Federico Delbonis,Lucas Pouille,-0.02074519,0.006129926,-0.017756841,0.029283228,0.036681944,0.041253617,0.015873016,0.194444444,0.1,0.493848779,0.506151221,1,0,0,,,,0.070623387,0,1,
893,Guillermo Garcia Lopez,Guido Pella,0.001899123,0.013449679,0.022835981,0.035582773,0.110006313,-0.002647754,0.625,0.3,0,0.20012093,0.79987907,1,1,1,,,,0.750611267,1,1,
898,Guillermo Garcia Lopez,Kyle Edmund,0.009886289,0.019714455,0.100463294,-0.089417227,0.107854513,-0.020981087,-0.375,0.371428571,0,0.511126038,0.488873962,0,1,0,,,,0.766747253,1,1,
899,Guido Pella,Daniel Gimeno Traver,0.013967774,-0.0015223,0.0145984,-0.057149362,-0.050388449,0.081860465,-0.523809524,0.033333333,0.1,0.712481875,0.287518125,0,1,0,,,,0.264737301,0,0,
905,Radu Albot,Paul Henri Mathieu,-0.049020195,-0.00731108,-0.104030787,0.214523051,0.071321434,-0.036050157,-0.6,-0.085714286,0,0.792849439,0.207150561,0,1,0,,,,0.103359372,0,0,
910,Dudi Sela,Illya Marchenko,-0.02842429,-0.003760451,-0.068213679,0.09667756,0.034853519,0.040740347,0.5,0.2,0,0.30089709,0.69910291,1,0,0,,,,0.751352526,1,0,
915,Nick Kyrgios,Nicolas Almagro,0.036463703,-0.001151908,0.020737313,-0.073006493,0.01162681,0.084969697,0,0.132478632,0,0.41926227,0.58073773,1,0,0,,,,0.493811505,0,1,
918,Leonardo Mayer,Nicolas Almagro,-0.016923736,-0.002168538,0.010745894,-0.058978308,0.007871353,0.009872923,-0.045112782,-0.08974359,0.04,0.483881911,0.516118089,1,0,0,,,,0.16706986,0,1,
923,Guillermo Garcia Lopez,Stephane Robert,0.009315317,-0.00286748,0.092977946,-0.155954695,0.0605369,0.062352246,0.425,0.404761905,0,0.192252632,0.807747368,1,1,1,,,,0.735644492,1,1,
925,Joao Sousa,Nicolas Almagro,-0.06356421,-0.013745592,-0.034808691,0.007469207,0.06057084,0.083333333,0.037267081,0.067119155,0.02,0.432786824,0.567213176,1,0,0,,,,0.899238793,1,0,
927,Nick Kyrgios,Inigo Cervantes Huegun,0.047106093,0.039045553,0.04089399,-0.141239383,-0.012533714,0.138,0.571428571,0.555555556,0,0.181771236,0.818228764,1,1,1,,,,0.015100475,0,0,
933,Paolo Lorenzi,Elias Ymer,0.016844111,-0.000590434,0.013532477,-0.028261106,0.0153548,0.06013869,-0.047619048,-0.047619048,0,0.473150881,0.526849119,1,1,1,,,,0.967793384,1,1,
934,Frederico Ferreira Silva,Nicolas Almagro,-0.076235025,0.01043545,-0.016493673,0.045505618,-0.080734581,-0.053030303,-0.571428571,-0.545454545,0,0.790604763,0.209395237,0,0,1,,,,0.880765746,1,0,
936,Rogerio Dutra Silva,Benjamin Becker,-0.036199932,0.010912321,-0.13833131,0.243579706,0.127772782,0.25261324,-0.333333333,-0.28,0,0.680334465,0.319665535,0,1,0,,,,0.758777596,1,1,
937,Diego Sebastian Schwartzman,Grigor Dimitrov,-0.055469349,0.004393055,-0.109998111,0.141961457,0.062187885,0.069730084,-0.30952381,-0.225,0.1,0.701244186,0.298755814,0,1,0,,,,0.677669675,1,1,
941,Albert Ramos,Federico Delbonis,0.005914706,-0.019171224,-0.000251568,-0.050141313,-0.01902687,-0.042558614,-0.19047619,-0.066666667,0.06,0.576903572,0.423096428,0,0,1,,,,0.869709051,1,0,
942,Ivo Karlovic,Marcel Granollers,0.208429753,0.014033049,0.149082495,-0.20840594,-0.110779793,-0.075426945,-0.178571429,0.272612271,0.014285714,0.495156817,0.504843183,1,1,1,,,,0.206087876,0,0,
949,Jiri Vesely,Roberto Carballes Baena,0.05414042,0.004331017,0.07469911,-0.118175504,-0.00420712,-0.121220159,0.047619048,0.41025641,0,0.38885123,0.61114877,1,1,1,,,,0.839253831,1,1,
951,Illya Marchenko,Maximo Gonzalez,0.037846673,0.013894577,0.146327578,-0.241250931,0.007696008,-0.096202532,0,0.3,0,0.337909529,0.662090471,1,1,1,,,,0.351593435,0,0,
952,Teymuraz Gabashvili,Damir Dzumhur,0.025893709,0.023425489,0.07121935,-0.108805805,-0.078283007,-0.036812427,0.037878788,-0.009925558,0.1,0.485587984,0.514412016,1,0,0,,,,0.332992517,0,1,
955,Cem Ilkel,Marcel Granollers,-0.010433879,0.022196443,-0.188811999,0.309236292,-0.144306283,-0.053921569,-0.428571429,-0.35483871,0,0.862507399,0.137492601,0,0,1,,,,0.691535085,1,0,
966,Victor Estrella,David Goffin,-0.034345348,-0.020009845,-0.06852844,0.034186455,-0.102355462,0.012160754,0.036764706,-0.087561375,0.075,0.572956599,0.427043401,0,0,1,,,,0.776683506,1,0,
967,Alexander Zverev,Lukas Rosol,0.008144355,0.002941553,-0.004830464,-0.005879714,0.009757201,0.083246256,0.171428571,-0.035348837,0.05,0.411445235,0.588554765,1,1,1,,,,0.593768093,1,1,
974,Malek Jaziri,Alexander Zverev,-0.022592407,-0.015681194,-0.005448521,0.019658387,-0.000843191,-0.068622405,-0.321428571,-0.013846154,0.05,0.650888302,0.349111698,0,0,1,,,,0.241359993,0,1,
975,Mischa Zverev,Santiago Giraldo,0.047934332,0.003066844,0.029440507,-0.03883618,-0.022656992,-0.033636364,-0.018518519,0.212121212,0.033333333,0.483405836,0.516594164,1,0,0,,,,0.639396255,1,0,
977,Thomaz Bellucci,Mikhail Youzhny,0.034530586,-0.003151143,0.044410509,-0.083087008,0.045984466,0.0120173,0.39516129,0.344444444,0,0.244331138,0.755668862,1,1,1,,,,0.970737178,1,1,
989,Joao Sousa,Rafael Nadal,0.000468258,-0.001602888,-0.016995681,0.045124211,-0.091469104,-0.038529067,-0.203804348,-0.16056338,0.085714286,0.678258468,0.321741532,0,0,1,,,,0.555121863,1,0,
990,Andy Murray,Tomas Berdych,-0.013969954,0.001162245,-0.021629711,0.009252821,0.053758136,-0.012715397,0.1875,0.094117647,0.027272727,0.389958088,0.610041912,1,1,1,,,,0.818299376,1,1,
993,Nick Kyrgios,Pablo Cuevas,0.066438181,0.004411519,0.052258874,-0.069722398,-0.049606087,-0.045234421,-0.107142857,0.01897019,0.027272727,0.527261603,0.472738397,0,1,0,,,,0.027596797,0,0,
996,Jack Sock,Joao Sousa,0.039640624,0.039468212,0.053270679,-0.044491769,0.005797476,0.060238305,0.08361204,0.160966712,0.025,0.412115233,0.587884767,1,0,0,,,,0.167119013,0,1,
999,Novak Djokovic,Borna Coric,0.025855319,-0.009872664,0.052808002,-0.145378211,0.154875449,0.06713208,0.352941176,0.454710145,0.005263158,0.188936469,0.811063531,1,1,1,,,,0.085782844,0,0,
1000,Roberto Bautista Agut,Feliciano Lopez,-0.093925725,-0.015755134,-0.049474185,0.016397259,0.070561009,0.104271646,0.061497326,-0.080862534,0.046666667,0.438208487,0.561791513,1,1,1,,,,0.628077807,1,1,
