,player_1,player_2,ace_pct,df_pct,first_serve_pct,broken_pct,breaking_pct,break_conversion_pct,surface_win_pct,player_hand_win_pct,parameter_value,player_2_prob,player_1_prob,Prediction,Actual,Correct Prediction,,R2,,Random,Random Prediction,Correct Prediction,R2
1001,Milos Raonic,Alexandr Dolgopolov,0.09995423,-0.000589083,0.071694465,-0.128910982,-0.100503403,-0.086334595,0.238095238,0.237762238,0.05,0.375766788,0.624233212,1,1,1,,,,0.824201754,1,1,
1002,Albert Ramos,Jo Wilfried Tsonga,-0.077907079,-0.003944218,-0.109153084,0.107217968,-0.006043995,-0.013536776,-0.285714286,-0.445378151,0.1,0.724846391,0.275153609,0,0,1,,,,0.218053076,0,1,
1013,Pablo Carreno Busta,Gilles Simon,0.021654431,-0.004884386,0.007078444,-0.020473885,-0.09496506,-0.085895037,-0.236363636,-0.214814815,0.066666667,0.662617526,0.337382474,0,0,1,,,,0.595452919,1,0,
1017,Santiago Giraldo,Roberto Bautista Agut,-0.012830915,-0.006703421,-0.045018046,0.075678823,-0.017122064,-0.065079727,-0.072390572,-0.139759969,0.075,0.607701911,0.392298089,0,0,1,,,,0.633835387,1,0,
1019,Alexandr Dolgopolov,Steve Johnson,-0.032652985,0.002217425,-0.017847205,0.031816203,0.04615226,0.050357805,-0.025974026,-0.104776579,0.061538462,0.509004723,0.490995277,0,1,0,,,,0.29504772,0,0,
1022,Pablo Cuevas,Philipp Kohlschreiber,-0.000117102,0.014984538,-0.013232692,0.021598637,-0.031510729,0.005837161,-0.001428571,0.004670472,0.083333333,0.543380179,0.456619821,0,1,0,,,,0.248831207,0,0,
1023,Gael Monfils,Kevin Anderson,-0.078399585,-0.00476939,-0.0596769,0.04270931,0.06658923,0.04077045,0.160427807,-0.033521657,0.05,0.422443564,0.577556436,1,1,1,,,,0.088329679,0,0,
1027,Viktor Troicki,Andrey Kuznetsov,0.062701843,-0.008417236,0.047832192,-0.087506095,-0.008087782,-0.063847709,0.036363636,0.2433281,0.042857143,0.429741744,0.570258256,1,0,0,,,,0.13494513,0,1,
1031,Jack Sock,Benoit Paire,-0.012035155,0.018518597,0.021503941,-0.073129684,-0.029257328,-0.006418192,0.025641026,0.072215422,0.033333333,0.458012974,0.541987026,1,1,1,,,,0.825109055,1,1,
1038,Radek Stepanek,Vasek Pospisil,-0.065305723,0.010377446,-0.053364583,0.069571107,0.064219592,0.010205832,0.5,-0.175,0.1,0.328888445,0.671111555,1,1,1,,,,0.338836381,0,0,
1046,Novak Djokovic,Thomaz Bellucci,8.04E-06,-0.023454287,0.029972764,-0.1099212,0.131770255,0.061476676,0.29601518,0.488888889,0,0.222298198,0.777701802,1,1,1,,,,0.148927743,0,0,
1052,David Goffin,Tomas Berdych,-0.01996604,0.020382621,-0.032950219,0.068394857,0.017624417,-0.070141932,-0.161764706,-0.195244055,0.083333333,0.633212789,0.366787211,0,1,0,,,,0.652046852,1,1,
1053,Andy Murray,Jeremy Chardy,-0.004453463,-0.023645817,0.005479847,-0.020954895,0.119069645,0.042236955,0.470833333,0.3,0.006666667,0.218237506,0.781762494,1,1,1,,,,0.766982013,1,1,
1054,Novak Djokovic,Stephane Robert,0.021352893,-0.029578075,0.10565205,-0.270335391,0.144015818,0.065963855,0.741176471,0.746376812,0,0.077259699,0.922740301,1,1,1,,,,0.439198722,0,0,
1057,Philipp Kohlschreiber,Rafael Nadal,0.034175092,-0.008405262,-0.000475859,0.012772272,-0.059296318,0.002504556,-0.1325,0.23943662,0.066666667,0.584162797,0.415837203,0,0,1,,,,0.648501084,1,0,
1058,Alexander Zverev,Roger Federer,-0.038651854,0.027659897,-0.080728892,0.130446166,-0.084412699,0.030909416,-0.193277311,-0.488484848,0.1,0.732098231,0.267901769,0,0,1,,,,0.634060311,1,0,
1068,Jeremy Chardy,Roberto Bautista Agut,0.041173221,0.027302714,0.030735966,0.013332528,-0.042006971,-0.03088811,-0.124242424,-0.103174603,0.066666667,0.59672716,0.40327284,0,1,0,,,,0.224728404,0,0,
1070,Stephane Robert,Aljaz Bedene,-0.053346314,0.012515676,-0.115479569,0.145492038,0.003699976,-0.037060302,-0.3,-0.404761905,0.1,0.745123026,0.254876974,0,1,0,,,,0.617248294,1,1,
1075,Grigor Dimitrov,Alexander Zverev,0.014430108,-0.016726559,0.032485962,-0.039491514,0.025140967,-0.068495164,0.071428571,0.24,0.028571429,0.416187058,0.583812942,1,0,0,,,,0.059314747,0,1,
1076,Dominic Thiem,Alexandr Dolgopolov,-0.014069392,-0.007394496,0.00515661,-0.026705702,-0.021349257,-0.083522066,0.340659341,0.141608392,0.05,0.354853387,0.645146613,1,1,1,,,,0.984642039,1,1,
1088,Roberto Bautista Agut,Paolo Lorenzi,-0.005954211,-0.009362928,0.016757903,-0.081699817,0.070705635,0.036705743,0.305194805,0.317460317,0.02,0.271455543,0.728544457,1,1,1,,,,0.212587164,0,0,
1096,Federico Delbonis,Marin Cilic,-0.096267288,0.018174564,-0.102345027,0.129354897,0.032249937,0.024839641,0.032967033,-0.305555556,0.075,0.574849095,0.425150905,0,0,1,,,,0.029412542,0,1,
1102,Thomaz Bellucci,Federico Delbonis,0.031470266,-0.003910808,0.036741956,-0.065129148,-0.002791197,-0.024182545,0.073732719,0.1,0.05,0.428972512,0.571027488,1,0,0,,,,0.427005619,0,1,
1104,Rajeev Ram,Guillermo Garcia Lopez,0.045338857,-0.021419903,0.021525555,-0.061442196,-0.13163655,-0.062352246,-0.625,-0.071428571,0.066666667,0.781783366,0.218216634,0,0,1,,,,0.856259862,1,0,
1107,Inigo Cervantes Huegun,Andreas Beck,-0.00498132,-0.054794521,0.006968641,0.058441558,0.038961039,-0.15,0,0,0,0.497370182,0.502629818,1,1,1,,,,0.324655647,0,0,
1108,Andrey Kuznetsov,Dudi Sela,0.025807302,-0.001840469,0.028949474,0.006327834,0.027251044,0.110819328,-0.136363636,-0.192307692,0,0.520226527,0.479773473,0,1,0,,,,0.857715446,1,1,
1121,Joao Sousa,Kevin Anderson,-0.148957898,-0.014975459,-0.095752183,0.098375479,0.061576138,0.020448849,0.063241107,-0.187770023,0.081818182,0.51878246,0.48121754,0,1,0,,,,0.124941262,0,0,
1123,Dominic Thiem,Leonardo Mayer,-0.008089685,-0.008414742,0.001429631,0.016967413,0.03604167,0.017568877,0.24291498,0.262820513,0.057142857,0.370366606,0.629633394,1,1,1,,,,0.186603063,0,0,
1124,Paul Henri Mathieu,Andreas Seppi,-0.007588861,0.015935089,-0.028835224,0.029166166,-0.019342192,0.002123938,0.225,-0.237012987,0.1,0.466675501,0.533324499,1,0,0,,,,0.052275521,0,1,
1125,Benoit Paire,Adrian Mannarino,0.031333605,0.014736996,0.023415647,0.02116115,0.02228915,0.059985308,0.5,0.577777778,0.057142857,0.263415936,0.736584064,1,0,0,,,,0.77090049,1,0,
1137,Fernando Verdasco,Diego Sebastian Schwartzman,0.053030411,0.007642713,0.095730549,-0.153237969,-0.089844362,-0.088854518,0.166666667,0.179401993,0.033333333,0.381546307,0.618453693,1,0,0,,,,0.331623368,0,1,
1138,Kyle Edmund,Alexander Zverev,-0.024414196,-0.023888265,-0.086978841,0.091963323,-0.029536442,0.021551724,0.428571429,-0.16,0.1,0.411191512,0.588808488,1,0,0,,,,0.807576672,1,0,
1139,Illya Marchenko,Taylor Harry Fritz,-0.067894745,0.030290564,0.076534119,-0.045751634,-0.079449962,-0.096202532,0,-0.7,0,0.540137041,0.459862959,0,0,1,,,,0.448088911,0,1,
1147,Denis Istomin,Juan Monaco,0.053037762,-0.000640491,0.082968966,-0.05572183,-0.095467148,-0.017692619,-0.083916084,0.015151515,0.075,0.552731034,0.447268966,0,0,1,,,,0.973050946,1,0,
1152,Malek Jaziri,Florian Mayer,-0.005257576,0.018207071,0.067943827,-0.065529867,0.006108036,-0.037246201,0,0.012820513,0,0.440850391,0.559149609,1,1,1,,,,0.88878383,1,1,
1154,Samuel Groth,Rafael Nadal,0.150432794,0.025860905,0.068877865,-0.028779677,-0.208763022,-0.145099958,-0.5625,-0.046277666,0.081818182,0.812008855,0.187991145,0,0,1,,,,0.939948053,1,0,
1161,Inigo Cervantes Huegun,Dominic Thiem,0.01437103,-0.029614181,-0.032332202,0.110243785,-0.019752499,-0.080472103,-0.769230769,-0.596153846,0,0.844682031,0.155317969,0,0,1,,,,0.872834433,1,0,
1164,Philipp Kohlschreiber,Nicolas Almagro,-0.029857376,-0.020547966,-0.018288869,-0.024882732,0.092743626,0.124366957,0.108571429,0.108837971,0.05,0.372202986,0.627797014,1,0,0,,,,0.815106053,1,0,
1194,Jordan Thompson,Laslo Djere,0.004453441,-0.028340081,-0.061111111,-0.194444444,0.013888889,0,0,0,0,0.390942853,0.609057147,1,1,1,,,,0.334985909,0,0,
1195,Radek Stepanek,Andy Murray,-0.025744686,0.019553639,-0.031627297,0.049119158,-0.101821142,-0.040768194,-0.4375,-0.425,0.1,0.783532102,0.216467898,0,0,1,,,,0.730865575,1,0,
1197,Pablo Carreno Busta,Aljaz Bedene,-0.039778393,-0.013477252,-0.061144014,-0.011119814,0.011869451,-0.025087121,-0.1,-0.138095238,0.033333333,0.545380929,0.454619071,0,0,1,,,,0.378445889,0,1,
1198,Bernard Tomic,Borna Coric,0.056230822,-0.013037157,0.03458956,-0.083870537,0.009831952,0.025683963,-0.338235294,0.141666667,0.055555556,0.58304572,0.41695428,0,0,1,,,,0.569505129,1,0,
1199,Paul Henri Mathieu,Roberto Bautista Agut,0.011199621,0.018825361,-0.014039359,0.085760452,-0.016682173,-0.012665934,0.009090909,-0.317460317,0.1,0.589522217,0.410477783,0,0,1,,,,0.024741261,0,1,
1201,Victor Estrella,Feliciano Lopez,-0.097547402,-0.012887706,-0.093107319,0.102103383,0.009134502,0.07035471,0.095588235,-0.009433962,0.06,0.510154965,0.489845035,0,0,1,,,,0.306724133,0,1,
1202,Quentin Halys,Pablo Cuevas,0.026582506,0.002175782,-0.020677839,-0.008902595,-0.180429016,-0.308234421,-0.678571429,-0.536585366,0,0.853547471,0.146452529,0,0,1,,,,0.90489816,1,0,
1204,Rafael Nadal,Facundo Bagnis,-0.012986037,-0.012349283,0.07560374,-0.150620939,0.153447602,-0.009889905,0.4125,0.166666667,0,0.18324708,0.81675292,1,1,1,,,,0.81463569,1,1,
1207,Guillermo Garcia Lopez,Dominic Thiem,-0.01506447,0.017878051,-0.013501561,0.053654841,0.06121341,0.106880143,-0.144230769,-0.024725275,0.042857143,0.546680052,0.453319948,0,0,1,,,,0.816777559,1,0,
1214,Gilles Simon,Guido Pella,-0.015502705,-0.004791383,-0.022884854,0.055399501,0.152603949,0.032868217,0.636363636,0.466666667,0,0.183915227,0.816084773,1,1,1,,,,0.514507848,1,1,
1220,Richard Gasquet,Bjorn Fratangelo,0.03793961,-0.042924198,0.133031475,-0.31440678,0.179144385,0.28276699,0.769230769,0.705882353,0,0.056054112,0.943945888,1,1,1,,,,0.794613701,1,1,
1224,Novak Djokovic,Aljaz Bedene,-0.031993421,-0.017062399,-0.009827519,-0.124843353,0.147715793,0.028903554,0.441176471,0.341614907,0,0.185552508,0.814447492,1,1,1,,,,0.283670527,0,0,
1226,Feliciano Lopez,David Ferrer,0.113998372,0.002537471,0.063861007,-0.048938826,-0.173260996,-0.111127403,-0.262254902,-0.290566038,0.066666667,0.695992653,0.304007347,0,0,1,,,,0.470637015,0,1,
1227,Tomas Berdych,Pablo Cuevas,0.029218294,-0.006798626,0.0707392,-0.050627042,0.037910316,0.025909548,0.071428571,0.169296987,0.01,0.384687962,0.615312038,1,1,1,,,,0.043469941,0,0,
1233,Viktor Troicki,Gilles Simon,0.077889339,-0.005345173,0.054849443,-0.043985169,-0.095520792,-0.081358783,-0.236363636,-0.09712774,0.066666667,0.638830528,0.361169472,0,1,0,,,,0.371008386,0,0,
1235,Fernando Verdasco,Kei Nishikori,0.027374601,0.013694745,-0.010082216,0.020673404,-0.084468326,-0.048986137,-0.3125,-0.392026578,0.088888889,0.72056706,0.27943294,0,0,1,,,,0.820640523,1,0,
1236,Nick Kyrgios,Richard Gasquet,0.067288689,0.01639598,-0.004970415,-0.004105331,-0.055314463,-0.01976699,-0.197802198,-0.150326797,0.0625,0.631167981,0.368832019,0,0,1,,,,0.734944335,1,0,
1240,David Ferrer,Tomas Berdych,-0.070762358,0.010723011,-0.072232346,0.049416755,0.079395449,-0.017208485,0.041666667,0.052738337,0.045454545,0.477278335,0.522721665,1,0,0,,,,0.432959262,0,1,
1241,Dominic Thiem,Marcel Granollers,0.015256723,0.000963167,0.049869409,-0.09078022,-0.005235602,-0.056782799,0.340659341,0.241315136,0.014285714,0.295596276,0.704403724,1,1,1,,,,0.4732655,0,0,
1247,Tomas Berdych,Novak Djokovic,0.027284131,0.00705377,0.027869572,0.048825613,-0.089462138,0.018180113,-0.191176471,-0.207161125,0.1,0.668409934,0.331590066,0,0,1,,,,0.78879744,1,0,
1253,Novak Djokovic,Andy Murray,-0.013314177,-0.008216016,-0.006239861,-0.058078434,0.035704002,-0.005464716,0.003676471,0.113043478,0.016666667,0.433992403,0.566007597,1,1,1,,,,0.488856335,0,0,
1254,Gilles Muller,Nicolas Mahut,0.08564762,0.012598811,0.082185512,-0.089987101,-0.036545132,0.002617938,-0.232142857,-0.46,0.025,0.580589695,0.419410305,0,0,1,,,,0.008448152,0,1,
1260,Bernard Tomic,Nicolas Mahut,0.024236104,-0.013215332,0.010823248,-0.054855499,0.020011459,0.019234048,-0.357142857,0.155555556,0,0.583414987,0.416585013,0,0,1,,,,0.461776542,0,1,
1261,Dudi Sela,David Ferrer,0.003419018,-0.004394718,-0.035964387,0.073148148,-0.145498645,-0.097397669,0.333333333,-0.25862069,0,0.480855812,0.519144188,1,0,0,,,,0.349160342,0,1,
1262,Gilles Muller,Guillermo Garcia Lopez,0.103824594,-0.004060945,0.065817926,-0.088004624,-0.11812117,-0.054452618,0.225,0.04,0.028571429,0.408158627,0.591841373,1,1,1,,,,0.053615512,0,0,
1264,Tatsuma Ito,Sam Querrey,-0.120841101,-0.012691641,-0.063651267,0.11136989,0.040065817,-0.002688172,0,-0.053113553,0.1,0.559820384,0.440179616,0,0,1,,,,0.020351886,0,1,
1266,Nicolas Mahut,Paul Henri Mathieu,0.018345358,-0.01333364,0.014973621,-0.035098079,-0.035606106,-0.042132103,0.857142857,0.158730159,0.1,0.191590083,0.808409917,1,1,1,,,,0.840872707,1,1,
1271,Igor Sijsling,Inigo Cervantes Huegun,-0.029754913,0.042204996,-0.033063007,-0.005285412,-0.002042901,0.122093023,0,0.2,0,0.466267564,0.533732436,1,1,1,,,,0.890345877,1,1,
1281,Roger Federer,Florian Mayer,0.055986685,0.006228368,0.154121239,-0.21563442,0.091363926,0.000466788,0.416666667,0.515151515,0,0.164424809,0.835575191,1,1,1,,,,0.846490139,1,1,
1288,Sergiy Stakhovsky,Mikhail Youzhny,0.040721781,-0.018456937,0.045648786,-0.103953119,0.024262797,0.010908499,0.333333333,0.150193798,0.025,0.279143263,0.720856737,1,0,0,,,,0.809402703,1,0,
1289,Juan Martin Del Potro,John Millman,0.099181623,0.005906574,0.119650858,-0.142671395,-0.052245976,0.00744559,-0.5,0.115384615,0,0.625747224,0.374252776,0,1,0,,,,0.916653694,1,1,
1299,Grigor Dimitrov,Juan Martin Del Potro,-0.041240992,0.006469733,-0.069111187,0.088994336,0.057433074,-0.020602444,0.6,0.1,0.05,0.280822157,0.719177843,1,0,0,,,,0.019373242,0,1,
1301,Philipp Kohlschreiber,Pierre Hugues Herbert,-0.07917986,-0.034628333,-0.053594377,0.016820953,0.081796633,0.06489726,-0.1,0.031914894,0,0.481835997,0.518164003,1,1,1,,,,0.810185299,1,1,
1303,Radek Stepanek,Denis Istomin,-0.020163073,0.03049713,0.000865208,0.002204169,0.010843127,0.010702394,-0.75,-0.125,0.1,0.801349612,0.198650388,0,1,0,,,,0.228361232,0,0,
1305,Alexander Zverev,Roger Federer,-0.038651854,0.027659897,-0.080728892,0.130446166,-0.084412699,0.030909416,-0.361111111,-0.488484848,0.1,0.785098869,0.214901131,0,1,0,,,,0.655939588,1,1,
1316,Dominic Thiem,Teymuraz Gabashvili,0.011221274,-0.023618999,0.02532536,-0.05241013,0.011697263,-0.04297188,0.333333333,0.144540943,0.05,0.320879563,0.679120437,1,1,1,,,,0.39065742,0,0,
1320,Malek Jaziri,Ricardas Berankis,-0.007685362,-0.0071186,-0.007857168,0.037172189,0.007719214,-0.026435391,0.15,-0.024216524,0.066666667,0.459734596,0.540265404,1,1,1,,,,0.585168582,1,1,
1324,Dustin Brown,Albert Ramos,0.048301867,0.036998282,0.064657155,-0.040077745,-0.04709429,-0.051587302,0.222222222,0.254901961,0.05,0.397964383,0.602035617,1,1,1,,,,0.712411152,1,1,
1325,Benjamin Becker,Ernests Gulbis,-0.043401327,-0.03585469,-0.035931291,-0.00084349,-0.023678959,0.024859287,-0.333333333,-0.042580645,0.05,0.64851857,0.35148143,0,1,0,,,,0.964783361,1,1,
1328,Andrey Kuznetsov,Ivo Karlovic,-0.210451831,-0.010360831,-0.151418231,0.234618214,0.121922228,0.143529186,-0.733333333,-0.319758673,0.1,0.834980052,0.165019948,0,0,1,,,,0.969493368,1,0,
1331,David Ferrer,Andreas Seppi,-0.03886113,0.010327391,-0.029182687,-0.024052718,0.100039967,0.021645629,-0.636363636,0.235893417,0.016666667,0.682103807,0.317896193,0,0,1,,,,0.323740498,0,1,
1332,Yuichi Sugita,Taylor Harry Fritz,-0.068928559,0.031367972,-0.038358327,0.090277778,-0.056346749,-0.073076923,-0.166666667,-0.714285714,0,0.679302916,0.320697084,0,1,0,,,,0.51191964,1,1,
1333,Lucas Pouille,Kei Nishikori,0.002159986,0.0087363,-0.051099938,0.105373949,-0.085816829,-0.035732041,-0.666666667,-0.233333333,0.085714286,0.845875456,0.154124544,0,0,1,,,,0.548363017,1,0,
1339,Milos Raonic,Roberto Bautista Agut,0.140456096,0.011078838,0.097341264,-0.107180225,-0.111079798,-0.107420152,0.166666667,0.089133089,0,0.412404169,0.587595831,1,1,1,,,,0.867359758,1,1,
1343,Adrian Mannarino,Steve Johnson,-0.064930993,-0.002126763,-0.05132372,0.062067367,0.054226475,0.029398462,0.116883117,-0.377777778,0.069230769,0.48374675,0.51625325,1,0,0,,,,0.543471091,1,0,
1344,Marin Cilic,Janko Tipsarevic,0.059845817,-0.009840478,0.068701467,-0.127356077,0.022071051,0.055300672,0.7,0.391414141,0.033333333,0.154470132,0.845529868,1,1,1,,,,0.077895337,0,0,
1350,Aljaz Bedene,Benoit Paire,0.015841537,-0.009557448,0.02421754,-0.014000519,-0.054736087,-0.040959833,0.166666667,-0.007518797,0.06,0.452083865,0.547916135,1,1,1,,,,0.614881579,1,1,
1352,Richard Gasquet,Steve Johnson,-0.052533942,-0.01214168,0.000841609,-0.021779766,0.047831254,0.044130627,0.321428571,0.146560319,0.033333333,0.310755953,0.689244047,1,0,0,,,,0.462786493,0,1,
1357,Vasek Pospisil,Donald Young,0.081631949,-0.018205114,0.080329285,-0.12629854,-0.088436273,0.011079545,0.625,-0.179487179,0,0.222528225,0.777471775,1,0,0,,,,0.861758891,1,0,
1360,John Isner,Juan Martin Del Potro,0.0968781,-0.006340239,-0.028810278,-0.017851697,-0.044308745,-0.058991982,0.571428571,0.155172414,0,0.273891481,0.726108519,1,1,1,,,,0.325443476,0,0,
1364,Pablo Cuevas,Steve Johnson,-0.051683434,-0.000157219,-0.056387681,0.043837301,0.042122878,0.069598058,-0.178571429,-0.022736668,0.0625,0.581949448,0.418050552,0,0,1,,,,0.820698768,1,0,
1366,Pablo Cuevas,Gilles Muller,-0.093721182,-0.008797254,-0.096013451,0.073076583,0.074227633,0.050334793,-0.375,-0.085454545,0.05,0.665442291,0.334557709,0,1,0,,,,0.121400656,0,0,
1371,Fernando Verdasco,Kevin Anderson,-0.098952502,0.005547924,-0.057535581,0.049236097,0.025298149,-0.016752776,-0.206349206,-0.080338266,0.066666667,0.619448806,0.380551194,0,0,1,,,,0.662452787,1,0,
1372,Steve Johnson,Vasek Pospisil,-0.003125944,-0.003382593,-0.014459095,0.01798887,0.032249404,-0.031818182,-0.196428571,0.009322034,0.033333333,0.576306203,0.423693797,0,1,0,,,,0.083029352,0,0,
1373,Dudi Sela,Benjamin Becker,-0.045001496,-0.001872335,-0.041973703,0.032856886,0.037220456,-0.045706087,0.333333333,0.22,0,0.340235297,0.659764703,1,1,1,,,,0.107817932,0,0,
1374,Adrian Mannarino,Andreas Seppi,-0.010564624,0.004433461,-0.022625581,-0.004612365,-0.0051622,-0.027255029,-0.090909091,0.022222222,0.05,0.546996058,0.453003942,0,0,1,,,,0.540529018,1,0,
1377,Sam Querrey,Marcos Baghdatis,0.083686229,0.002480671,0.035590498,-0.059986208,-0.085718835,-0.08045977,-0.1,-0.132600733,0.08,0.582888147,0.417111853,0,0,1,,,,0.098661486,0,1,
1383,Benjamin Becker,Guido Pella,0.018878985,0.001993483,-0.002843373,0.059735707,0.00069944,-0.049756098,0,0.4,0,0.495276907,0.504723093,1,1,1,,,,0.739076266,1,1,
1386,Jiri Vesely,Gilles Muller,-0.077115212,-0.005057717,-0.077976667,0.067976506,0.051129959,0.034341751,-0.225,-0.3,0.1,0.642544436,0.357455564,0,0,1,,,,0.498864988,0,1,
1387,Pablo Carreno Busta,Mikhail Youzhny,0.026753652,-0.023020284,0.023066778,-0.079284669,0.041908379,0.019503301,0,0.141666667,0.05,0.422159311,0.577840689,1,0,0,,,,0.300078247,0,1,
1398,Taylor Harry Fritz,Adrian Mannarino,0.071441548,-0.025030901,-0.050841934,0.002781869,0.004299966,0.006965174,-0.045454545,-0.422222222,0,0.532212739,0.467787261,0,0,1,,,,0.23807572,0,1,
1400,Jiri Vesely,Horacio Zeballos,-0.010895368,-0.000796936,0.036175005,-0.091768577,0.10204288,0.202955665,0.4,0.166666667,0,0.209276979,0.790723021,1,1,1,,,,0.904875664,1,1,
1407,Ruben Bemelmans,Thomaz Bellucci,0.008632396,0.007098777,-0.009151028,0.043098238,-0.068923133,-0.025641026,0,0.5,0.1,0.551750575,0.448249425,0,0,1,,,,0.017267352,0,1,
1419,Milos Raonic,Pablo Carreno Busta,0.124835488,0.012052811,0.118681807,-0.155202964,-0.088000132,-0.059313606,0.666666667,0.258974359,0.016666667,0.194969585,0.805030415,1,1,1,,,,0.800898693,1,1,
1424,Bjorn Fratangelo,Grigor Dimitrov,-0.05764472,0.030634287,-0.12499922,0.275899281,-0.164152441,-0.243286445,-0.6,-0.6,0,0.901466928,0.098533072,0,0,1,,,,0.697726297,1,0,
1425,Gilles Simon,Janko Tipsarevic,-0.03438257,-0.010561476,-0.025323778,-0.038854104,0.142418764,0.149338805,0.75,0.425925926,0,0.129483353,0.870516647,1,1,1,,,,0.077491703,0,0,
1428,Borna Coric,Ivo Karlovic,-0.222055243,-0.012029761,-0.152848546,0.202278075,0.09536107,0.062003819,-0.333333333,-0.169117647,0.066666667,0.706960278,0.293039722,0,0,1,,,,0.283645111,0,1,
1431,Julien Benneteau,Illya Marchenko,0.039532203,-0.009755138,-0.016938779,0.045751634,-0.076479076,-0.06570223,-0.5,-0.1,0,0.751174024,0.248825976,0,1,0,,,,0.822695844,1,1,
1439,Tomas Berdych,Ivan Dodig,-0.012141048,-0.011178966,0.037306953,-0.049416755,0.04047434,0.077849005,0.714285714,0.268382353,0,0.163519173,0.836480827,1,1,1,,,,0.726707751,1,1,
1441,Mikhail Kukushkin,Martin Klizan,-0.023258025,-0.02269181,-0.026002276,0.001773836,0.019487137,0.05677245,0.2,0.188405797,0.0375,0.383309208,0.616690792,1,1,1,,,,0.419976075,0,0,
1447,Stanislas Wawrinka,Taylor Harry Fritz,-0.03806585,0.021024269,0.106483237,-0.08226279,-0.021306644,-0.016104869,0.214285714,-0.263157895,0,0.361511834,0.638488166,1,1,1,,,,0.503585387,1,1,
1452,Taro Daniel,Juan Monaco,0.02063124,0.006886741,-0.018711706,0.108955686,-0.152516814,-0.012650602,-0.333333333,-0.284848485,0.1,0.779387276,0.220612724,0,0,1,,,,0.439313325,0,1,
1453,Inigo Cervantes Huegun,Jo Wilfried Tsonga,-0.034945556,-0.032919727,-0.07369154,0.153278574,-0.022482893,-0.124647887,-0.666666667,-0.641025641,0,0.840533922,0.159466078,0,0,1,,,,0.363663726,0,1,
1461,Adrian Mannarino,Novak Djokovic,-0.015181722,0.011882851,-0.037805667,0.117682722,-0.115268856,-0.04792903,-0.454545455,-0.577777778,0.084615385,0.816259935,0.183740065,0,0,1,,,,0.683908512,1,0,
1464,David Ferrer,Nicolas Mahut,-0.049617626,0.007725942,-0.015321084,-0.018120805,0.154988265,0.061653794,-0.857142857,0.314176245,0,0.724287887,0.275712113,0,0,1,,,,0.49735377,0,1,
1465,David Goffin,Edouard Roger Vasselin,0.01740431,0.020029164,0.039396902,-0.059991855,0.099211612,0.071172579,0.166666667,0.20294599,0,0.314921741,0.685078259,1,1,1,,,,0.422570994,0,0,
1466,Denis Istomin,Nicolas Almagro,-0.02030775,-0.022143299,-0.014904576,0.002256673,0.040237079,0.09192768,0.75,0.076923077,0.05,0.189710813,0.810289187,1,1,1,,,,0.835803514,1,1,
1484,Viktor Troicki,Albert Ramos,0.074013534,-0.005069512,0.063420793,-0.03469678,0.011603855,0.030398323,0.380952381,0.188235294,0.025,0.290815653,0.709184347,1,0,0,,,,0.627065061,1,0,
1495,Marin Cilic,Lukas Lacko,0.050523284,0.002900799,0.093505758,-0.115704812,0.079506375,0.109599314,0.45,0.45979021,0,0.187303069,0.812696931,1,1,1,,,,0.664247992,1,1,
1496,Kei Nishikori,Andrey Kuznetsov,0.001358807,0.000957275,0.053519747,-0.137325179,0.048470117,-0.057208995,0.666666667,0.425641026,0,0.154712265,0.845287735,1,1,1,,,,0.188281822,0,0,
1498,Tomas Berdych,Alexander Zverev,0.0247938,-0.023830635,0.054028129,-0.063008988,0.072334851,0.02236236,0.158730159,0.345882353,0.011111111,0.320541704,0.679458296,1,1,1,,,,0.449042836,0,0,
1503,Feliciano Lopez,Nick Kyrgios,0.006016127,0.002050337,0.010108987,0.019573284,-0.006349144,-0.057191919,-0.171428571,-0.157232704,0.05,0.600351475,0.399648525,0,0,1,,,,0.874035546,1,0,
1504,Andy Murray,John Millman,0.054334369,0.006434476,0.050452127,-0.067941712,0.106139117,0.064985272,0.409090909,0.415384615,0,0.216647887,0.783352113,1,1,1,,,,0.919418096,1,1,
1505,Nicolas Mahut,Sam Querrey,-0.098375287,-0.015583504,-0.065006994,0.076034474,0.035753508,0.046948357,0.257142857,0.034188034,0.05,0.406027445,0.593972555,1,0,0,,,,0.39523443,0,1,
1506,Milos Raonic,David Goffin,0.109732426,-0.011798435,0.072445959,-0.158699895,-0.152008753,-0.061342462,0,0.181669394,0.02,0.474850886,0.525149114,1,1,1,,,,0.810621008,1,1,
1507,Steve Johnson,Roger Federer,0.008607086,0.010785107,-0.041052283,0.074226919,-0.092111042,-0.04223583,-0.488095238,-0.289162815,0.093333333,0.797165488,0.202834512,0,0,1,,,,0.746369516,1,0,
1516,Jo Wilfried Tsonga,Andy Murray,0.039029303,0.003922073,0.035946935,-0.040387367,-0.106257931,-0.071780684,-0.242424242,-0.158974359,0.066666667,0.653709182,0.346290818,0,0,1,,,,0.979084305,1,0,
1517,Milos Raonic,Roger Federer,0.075908331,0.012413449,0.012794977,-0.02286786,-0.146462184,-0.078212619,-0.25,-0.156177156,0.1,0.699993526,0.300006474,0,1,0,,,,0.766561926,1,1,
1522,Fernando Verdasco,Gastao Elias,0.061560949,0.011732961,0.059278873,-0.11495357,-0.002260017,-0.000837989,0.5,0.465116279,0,0.215792367,0.784207633,1,1,1,,,,0.003024435,0,0,
